seq_id	clans	has_samases	has_ocrs	has_stpks	has_T3p0.6	has_T7p0.4	has_T7p0.6B	has_T3p0.65	has_T7p0.6A	has_T7p0.5	has_adgs	has_htgs
NC_019520.1	frozenset({'14_clan', '17_clan', '95_clan', '1_clan, 6_clan, 9_clan', '30_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_019528.1	frozenset({'14_clan', '95_clan', '88_clan', '1_clan, 6_clan, 9_clan', '2664_mono', '2463_mono', '5_clan', '38_clan', '133_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_019542.1	frozenset({'285_pair', '1_clan', '2742_mono', '66_clan', '1075_mono', '1452_mono', '175_clan', '1141_mono', '2726_mono', '52_clan', '152_clan'})	True	False	False	False	False	False	False	False	False	True	False
NC_019911.2	frozenset({'2169_mono', '14_clan', '95_clan', '1_clan, 6_clan, 9_clan', '2426_mono', '30_clan', '5_clan', '38_clan', '133_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_020078.1	frozenset({'3_clan', '14_clan', '95_clan', '334_pair', '1_clan, 6_clan, 9_clan', '46_clan', '1176_mono', '30_clan', '5_clan', '133_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_020414.2	frozenset({'285_pair', '1_clan', '1210_mono', '33_clan', '2803_mono', '66_clan', '397_pair', '355_pair', '150_clan', '622_mono'})	False	True	False	False	False	False	False	False	False	True	False
NC_020482.1	frozenset({'2536_mono', 'outlier: 2_clan', '1802_mono', '1_clan, 6_clan, 9_clan', '2752_mono', '675_mono', '613_mono', '661_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_020483.1	frozenset({'1560_mono', '955_mono', '2676_mono', '1439_mono', '2805_mono', '23_clan', '1_clan, 6_clan, 9_clan', '2801_mono', '2089_mono', '313_pair', '2_clan', '2804_mono', '148_clan', '691_mono', '1619_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_020835.1	frozenset({'1926_mono', '486_mono', '641_mono', '652_mono', '49_clan', '2780_mono', '219_pair', '58_clan', '1722_mono', '2186_mono', '1071_mono', '1_clan, 9_clan', '1965_mono', '1132_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_020838.1	frozenset({'1926_mono', '953_mono', '178_clan', '273_pair', '1867_mono', '1192_mono', '49_clan', '2654_mono', '42_clan', '2648_mono', '408_pair', '1_clan, 9_clan', '271_pair'})	False	False	False	False	False	False	False	False	False	False	False
NC_020842.1	frozenset({'2576_mono', '567_mono', '1_clan', '1321_mono', '892_mono', '1925_mono', '1325_mono', '2695_mono', '1176_mono', '2357_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_020867.1	frozenset({'2165_mono', '189_clan', '49_clan', '1153_mono', '161_clan', '58_clan', '1_clan, 9_clan', '2241_mono', '408_pair'})	False	False	False	False	False	False	False	False	False	False	False
NC_020872.1	frozenset({'2470_mono', '1245_mono', '1177_mono', '1_clan, 9_clan', '1914_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_021062.1	frozenset({'158_clan', '2174_mono', '13_clan', '2075_mono', '166_clan', '1225_mono', '1_clan, 6_clan, 9_clan', '70_clan', '154_clan', '78_clan', '97_clan', '54_clan', '182_clan', '2771_mono', '143_clan', '123_clan', '27_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_021316.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_021337.1	frozenset({'1351_mono', '14_clan', '1_clan, 6_clan, 9_clan', '734_mono', '351_pair', '2385_mono', '558_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_022091.1	frozenset({'3_clan', '172_clan', '1_clan, 6_clan, 9_clan', '173_clan', '147_clan', '573_mono', '30_clan', '5_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_022744.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '864_mono', '15_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
NC_022746.1	frozenset({'3_clan', '172_clan', '14_clan', '1_clan, 6_clan, 9_clan', '173_clan', '147_clan', '30_clan', '5_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_022916.1	frozenset({'2511_mono', '172_clan', 'outlier: 3_clan', '1_clan, 6_clan, 9_clan', '2262_mono', '1447_mono', '24_clan', '30_clan', '5_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_022917.1	frozenset({'3_clan', '2057_mono', '172_clan', '14_clan', '117_clan', '1_clan, 6_clan, 9_clan', '319_pair', '30_clan', '5_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_022982.1	frozenset({'3_clan', '172_clan', '14_clan', '1_clan, 6_clan, 9_clan', '518_mono', '270_pair', '5_clan', '26_clan', '398_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_022987.1	frozenset({'3_clan', '172_clan', '14_clan', '428_pair', '1_clan, 6_clan, 9_clan', '1246_mono', '518_mono', '270_pair', '5_clan', '26_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_023005.1	frozenset({'283_pair', '231_pair', '1497_mono', '166_clan', '2784_mono', '1_clan, 6_clan, 9_clan', '78_clan', '154_clan', '54_clan', '182_clan', '69_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_023548.1	frozenset({'20_clan', '110_clan', '307_pair', '8_clan', '1_clan, 6_clan, 9_clan', '33_clan', '2201_mono', '15_clan', '1850_mono', '2316_mono', '63_clan', '973_mono'})	False	True	True	True	True	False	False	False	False	True	True
NC_023558.1	frozenset({'8_clan', '1_clan, 6_clan, 9_clan', '22_clan, 25_clan', '15_clan', '68_clan', '63_clan'})	True	False	True	True	False	False	False	False	False	True	True
NC_023567.2	frozenset({'1327_mono', '93_clan', '14_clan', '12_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '1557_mono', '19_clan', '5_clan', '103_clan', '82_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_023570.1	frozenset({'1351_mono', '14_clan', '1_clan, 6_clan, 9_clan', '2566_mono', '558_mono', '30_clan', '5_clan', '38_clan', 'outlier: 17_clan', '1163_mono', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_023576.1	frozenset({'307_pair', '110_clan', '1_clan, 6_clan, 9_clan', '33_clan', '21_clan', '63_clan'})	False	True	False	False	False	False	False	False	False	True	False
NC_023715.1	frozenset({'1372_mono', '1_clan, 6_clan, 9_clan', '2322_mono', '272_pair', '4_clan, 8_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_023736.1	frozenset({'406_pair', '196_clan', '1483_mono', '153_clan', '2335_mono', '1387_mono', '1468_mono', '52_clan, 196_clan', '220_pair', '1_clan, 6_clan, 9_clan', '1824_mono', '1015_mono', '1034_mono', '373_pair', '26_clan', '321_pair', '27_clan'})	True	False	False	False	False	False	False	False	False	True	False
NC_023863.2	frozenset({'1_clan', '1631_mono', '259_pair', '2121_mono', '479_mono', '1134_mono', '1138_mono', '52_clan'})	True	False	False	False	False	False	False	False	False	True	False
NC_024362.1	frozenset({'143_clan', '1_clan, 6_clan, 9_clan', '70_clan', '154_clan', '78_clan', '54_clan', '1606_mono', '69_clan', '256_pair', '27_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_024379.1	frozenset({'1_clan, 6_clan, 9_clan', '33_clan', '284_pair', '15_clan', '21_clan', '68_clan', '63_clan'})	False	True	False	True	False	False	False	False	False	True	True
NC_025418.1	frozenset({'1327_mono', '1423_mono', '14_clan', '12_clan', '95_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '80_clan', '5_clan', '103_clan', '93_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_025431.1	frozenset({'1312_mono', '23_clan', '652_mono', '2315_mono', '419_pair', '1_clan, 6_clan, 9_clan', '1228_mono', '2_clan', '427_pair', '2350_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_025445.1	frozenset({'3_clan', '381_pair', '14_clan', '1701_mono', '88_clan', '1_clan, 6_clan, 9_clan', '434_pair', '5_clan', '101_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_025450.1	frozenset({'963_mono', '1102_mono', '285_pair', '1076_mono', '1_clan', '66_clan', '52_clan', '809_mono'})	True	False	False	False	False	False	False	False	False	True	False
NC_025451.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '15_clan', '79_clan', '179_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	True	False	False	True	True
NC_025455.1	frozenset({'23_clan', '2_clan', '1681_mono', '2389_mono', '847_mono', '1055_mono', '636_mono', '1297_mono', '2646_mono', '273_pair', '2552_mono', '984_mono', '607_mono', '1976_mono', '1_clan, 9_clan', '2551_mono', '831_mono', '1640_mono', '219_pair', '2222_mono', '1236_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_025456.1	frozenset({'23_clan', '548_mono', '2661_mono', '2_clan', '250_pair', '189_clan', '2275_mono', '1055_mono', '1017_mono', '237_pair', '1482_mono', '1006_mono', '49_clan', '1374_mono', '1200_mono', '610_mono', '1_clan, 9_clan', '1926_mono', '786_mono', '2535_mono', '271_pair'})	False	False	False	False	False	False	False	False	False	False	False
NC_025457.1	frozenset({'2068_mono', '1351_mono', '14_clan', '1_clan, 6_clan, 9_clan', '734_mono', '2385_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_025464.1	frozenset({'953_mono', '1926_mono', '460_mono', '178_clan', '273_pair', '1006_mono', '1_clan, 9_clan', '49_clan', '161_clan', '58_clan', '1688_mono', '42_clan', '1169_mono', '1243_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_025822.1	frozenset({'171_clan', '285_pair', '1_clan', '8_clan', '305_pair', '1719_mono', '52_clan', '1004_mono'})	True	False	True	False	False	False	False	False	False	True	True
NC_026602.1	frozenset({'3_clan', '172_clan', '14_clan', '1_clan, 6_clan, 9_clan', '147_clan', '30_clan', '5_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_027292.1	frozenset({'1_clan, 6_clan, 9_clan', '166_clan', '70_clan', '154_clan', '738_mono', '78_clan', '54_clan', '182_clan', '143_clan', '123_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_027330.1	frozenset({'285_pair', '131_clan', '1593_mono', '739_mono', '1_clan', '1101_mono', '64_clan', '761_mono', '1592_mono', '69_clan', '15_clan', '760_mono', '1721_mono', '1403_mono', '184_clan', '290_pair', '45_clan'})	False	False	False	True	False	False	False	False	False	False	True
NC_027342.1	frozenset({'5_clan', '1504_mono', '95_clan', '1567_mono', '14_clan', '1_clan, 6_clan, 9_clan', '2264_mono', '2796_mono', '222_pair', '2425_mono', '38_clan', '371_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_027363.1	frozenset({'5_clan', '14_clan', '95_clan', '1567_mono', '1_clan, 6_clan, 9_clan', '2264_mono', '1345_mono', '2796_mono', '222_pair', '2425_mono', '38_clan', '568_mono', '371_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_027375.1	frozenset({'3_clan', '172_clan', '14_clan', '1_clan, 6_clan, 9_clan', '173_clan', '147_clan', '30_clan', '5_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_027379.1	frozenset({'285_pair', '415_pair', '1_clan', '2572_mono', '33_clan', '741_mono', '66_clan', '397_pair', '150_clan', '2659_mono', '152_clan'})	False	True	False	False	False	False	False	False	False	True	False
NC_027387.1	frozenset({'outlier: 48_clan', '20_clan', '31_clan', '1_clan, 6_clan, 9_clan', '33_clan', '179_clan', '4_clan, 8_clan'})	False	True	False	False	True	False	False	True	False	True	True
NC_027390.1	frozenset({'285_pair', '415_pair', '1_clan', '2572_mono', '741_mono', '66_clan', '397_pair', '150_clan', '44_clan', '2659_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_027980.1	frozenset({'249_pair', '14_clan', '12_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '1412_mono', '19_clan', '1900_mono', '5_clan', '1578_mono', '103_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028655.1	frozenset({'1330_mono', '20_clan', '2002_mono', '8_clan', '1_clan, 6_clan, 9_clan', '33_clan', '15_clan', '179_clan', '171_clan'})	False	True	True	True	True	False	False	False	False	True	True
NC_028661.1	frozenset({'209_pair', '283_pair', '1429_mono', '1_clan, 6_clan, 9_clan', '2686_mono', '78_clan', '154_clan', '54_clan', '125_clan', '390_pair', '1404_mono', '256_pair', '730_mono', '27_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028664.1	frozenset({'1423_mono', '93_clan', '1911_mono', '14_clan', '12_clan', '95_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '80_clan', '5_clan', '566_mono', '103_clan', '82_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028670.1	frozenset({'1327_mono', '1423_mono', '93_clan', '14_clan', '12_clan', '95_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '80_clan', '5_clan', '103_clan', '82_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028675.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028679.1	frozenset({'1351_mono', '14_clan', '17_clan', '1_clan, 6_clan, 9_clan', '558_mono', '857_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028684.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '19_clan', '857_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028688.1	frozenset({'1_clan, 6_clan, 9_clan', '33_clan', '15_clan', '302_pair', '116_clan', '1436_mono', '4_clan, 8_clan'})	False	True	False	True	False	False	False	False	False	True	True
NC_028702.1	frozenset({'26_clan', '2124_mono', 'outlier: 27_clan', '1_clan, 6_clan, 9_clan', '1100_mono', '1698_mono', '602_mono', '2123_mono', '1991_mono', '930_mono', '69_clan', '1060_mono', '2725_mono', '373_pair'})	False	False	False	False	False	False	False	False	False	False	False
NC_028772.1	frozenset({'898_mono', '13_clan', '1528_mono', '1_clan, 6_clan, 9_clan', '2699_mono', '97_clan', '380_pair', 'outlier: 84_clan', '1436_mono', '282_pair'})	False	False	False	False	False	False	False	False	False	False	False
NC_028800.1	frozenset({'22_clan, 25_clan, 52_clan', 'outlier: 79_clan', '1_clan, 6_clan, 9_clan', '18_clan', '15_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
NC_028816.1	frozenset({'1327_mono', '14_clan', '12_clan', '95_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '5_clan', '103_clan', '82_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028822.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '15_clan', '179_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
NC_028836.1	frozenset({'3_clan', '172_clan', '14_clan', '1_clan, 6_clan, 9_clan', '147_clan', '30_clan', '5_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028848.1	frozenset({'1351_mono', '14_clan', '1_clan, 6_clan, 9_clan', '351_pair', '2385_mono', '1566_mono', '558_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028850.1	frozenset({'14_clan', '1863_mono', '95_clan', '1_clan, 6_clan, 9_clan', '46_clan', '38_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028863.1	frozenset({'20_clan', '22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '33_clan', '864_mono', '15_clan', '179_clan', '4_clan, 8_clan'})	True	True	False	True	True	False	False	False	False	True	True
NC_028870.1	frozenset({'1423_mono', '3_clan', '1911_mono', '14_clan', '88_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '5_clan', '103_clan', '93_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028880.1	frozenset({'1330_mono', '20_clan', '2002_mono', '31_clan', 'outlier: 4_clan', '1_clan, 6_clan, 9_clan', '33_clan', '179_clan', '4_clan, 8_clan', '2778_mono', '48_clan'})	False	True	True	False	True	False	False	True	True	True	True
NC_028916.1	frozenset({'285_pair', '415_pair', '1_clan', '2572_mono', '741_mono', '66_clan', '397_pair', '150_clan', '44_clan', '2659_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_028977.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '18_clan', '15_clan', '179_clan', '21_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
NC_028987.2	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '734_mono', '2385_mono', '558_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_028988.1	frozenset({'3_clan', '172_clan', '14_clan', '1_clan, 6_clan, 9_clan', '2638_mono', '2034_mono', '404_pair', '30_clan', '5_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_029007.1	frozenset({'3_clan', '172_clan', '14_clan', '1309_mono', '1_clan, 6_clan, 9_clan', '2638_mono', '1532_mono', '404_pair', '30_clan', '5_clan', '1368_mono', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_029031.1	frozenset({'1490_mono', '956_mono', '2354_mono', '2637_mono', '576_mono', '1_clan, 9_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_029070.1	frozenset({'3_clan', '14_clan', '95_clan', '1_clan, 6_clan, 9_clan', '781_mono', '46_clan', '1176_mono', '30_clan', '5_clan', '133_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_029081.1	frozenset({'3_clan', '14_clan', '95_clan', '354_pair', '1_clan, 6_clan, 9_clan', '409_pair', '24_clan', '30_clan', '5_clan', '228_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_029092.1	frozenset({'2291_mono', '604_mono', '26_clan', '14_clan', '1927_mono', '257_pair', '1_clan, 6_clan, 9_clan', '121_clan', '2327_mono', '869_mono', '5_clan', '130_clan', '1260_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_029102.1	frozenset({'13_clan', '1_clan, 6_clan, 9_clan', '921_mono', '380_pair', 'outlier: 84_clan', '34_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_030923.1	frozenset({'1988_mono', '3_clan', '14_clan', '95_clan', '354_pair', '1_clan, 6_clan, 9_clan', '99_clan', '735_mono', '10_clan', '5_clan', '807_mono', '2304_mono', '1040_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_030928.1	frozenset({'3_clan', '14_clan', '5_clan', '1_clan, 6_clan, 9_clan', '428_pair', '317_pair', '172_clan', '26_clan', '432_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_030937.1	frozenset({'3_clan', '17_clan', '14_clan', '5_clan', '428_pair', '1_clan, 6_clan, 9_clan', '518_mono', '172_clan', '26_clan', '432_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_031014.1	frozenset({'2595_mono', '26_clan', '14_clan', '95_clan', '1_clan, 6_clan, 9_clan', '99_clan', '30_clan', '5_clan', '29_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_031018.1	frozenset({'411_pair', '2810_mono', '1_clan, 6_clan, 9_clan', '284_pair', '15_clan', '21_clan', '171_clan', '63_clan'})	False	False	False	True	False	False	False	False	False	False	True
NC_031025.1	frozenset({'1327_mono', '1423_mono', '93_clan', '14_clan', '12_clan', '95_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '80_clan', '5_clan', '103_clan', '82_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_031066.1	frozenset({'1330_mono', '22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '15_clan', '79_clan', '179_clan', '2469_mono', '4_clan, 8_clan'})	True	False	False	True	False	False	True	False	False	True	True
NC_031068.2	frozenset({'3_clan', '14_clan', '95_clan', '88_clan', '1861_mono', '409_pair', '354_pair', '300_pair', '1217_mono', '1_clan, 6_clan, 9_clan', '1303_mono', '5_clan', '228_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_031086.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_031092.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '15_clan', '179_clan', '2469_mono', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
NC_031096.1	frozenset({'3_clan', '1276_mono', '14_clan', '95_clan', '88_clan', '354_pair', '409_pair', '1_clan, 6_clan, 9_clan', '5_clan', '228_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_031114.1	frozenset({'outlier: 48_clan', '20_clan', '31_clan', '1_clan, 6_clan, 9_clan', '33_clan', '4_clan, 8_clan'})	False	True	False	False	True	False	False	True	False	True	True
NC_031115.1	frozenset({'20_clan', '1350_mono', 'bridge: 15_clan, 15_clan', '1_clan, 6_clan, 9_clan', '33_clan', '284_pair', '2788_mono', '1696_mono', '640_mono', '425_pair', '1680_mono'})	False	True	False	False	True	False	False	False	False	True	True
NC_031123.1	frozenset({'212_pair', '1_clan, 6_clan, 9_clan', '73_clan', '33_clan', '15_clan', '21_clan', '68_clan', '25_clan', '171_clan', '63_clan'})	False	True	False	True	False	False	False	False	False	True	True
NC_031246.1	frozenset({'1327_mono', '14_clan', '12_clan', '95_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '80_clan', '346_pair', '5_clan', '103_clan', '93_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_031258.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '864_mono', '15_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
NC_031271.1	frozenset({'285_pair', '1_clan', '33_clan', '2803_mono', '66_clan', '397_pair', '355_pair', '150_clan'})	False	True	False	False	False	False	False	False	False	True	False
NC_031943.1	frozenset({'411_pair', '1_clan, 6_clan, 9_clan', '15_clan', '21_clan', '68_clan', '116_clan', '171_clan', '63_clan'})	False	False	False	True	False	False	False	False	False	False	True
NC_041854.1	frozenset({'3_clan', '1276_mono', '14_clan', '95_clan', '88_clan', '354_pair', '409_pair', '1_clan, 6_clan, 9_clan', '2769_mono', '5_clan', '228_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_041885.1	frozenset({'26_clan', '569_mono', '14_clan', '95_clan', '1_clan, 6_clan, 9_clan', '1032_mono', '747_mono', '5_clan', '29_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_041905.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_041912.1	frozenset({'172_clan', '428_pair', '1_clan, 6_clan, 9_clan', '3_clan, 29_clan', '591_mono', '30_clan', '2674_mono', '5_clan', '26_clan', '1700_mono', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_041914.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '367_pair', '734_mono', '2385_mono', '558_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_041915.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '734_mono', '2385_mono', '558_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_041967.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_042003.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '734_mono', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_042004.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '19_clan', '857_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_042005.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '734_mono', '351_pair', '558_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_042006.1	frozenset({'1351_mono', '14_clan', '1_clan, 6_clan, 9_clan', '734_mono', '351_pair', '2385_mono', '558_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_042007.1	frozenset({'1351_mono', '14_clan', 'bridge: 19_clan, 19_clan', '1_clan, 6_clan, 9_clan', '734_mono', '2385_mono', '558_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_042104.1	frozenset({'14_clan', '95_clan', '1_clan, 6_clan, 9_clan', '99_clan', '3_clan, 29_clan', '30_clan', '5_clan', '26_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_042124.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
NC_047704.1	frozenset({'853_mono', '2688_mono', '1139_mono', '1546_mono', '821_mono', '1_clan, 6_clan, 9_clan', '1692_mono', '2310_mono', '674_mono', '2_clan', '733_mono', '1635_mono', '611_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_047705.1	frozenset({'458_mono', '23_clan', '230_pair', '2805_mono', '547_mono', '1_clan, 6_clan, 9_clan', '353_pair', '106_clan', '948_mono', '2_clan', '2754_mono', '401_pair', '1775_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_047707.1	frozenset({'1_clan', '13_clan', '2429_mono', '2049_mono', '2100_mono', '528_mono', '2677_mono', '2789_mono', '1839_mono', '2741_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_047708.1	frozenset({'23_clan', '1_clan', '1287_mono', '1155_mono', '2_clan', '1809_mono', '1522_mono', '949_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_047710.1	frozenset({'178_clan', '1808_mono', '2456_mono', '1237_mono', '2461_mono', '1396_mono', '1056_mono', '13_clan', '2261_mono', '49_clan', '42_clan', '1527_mono', '1_clan, 9_clan', '647_mono', '2365_mono', '1926_mono', '716_mono', '2221_mono', '2030_mono', '312_pair', '271_pair'})	False	False	False	False	False	False	False	False	False	False	False
NC_047711.1	frozenset({'534_mono', '549_mono', '23_clan', '1862_mono', '1_clan, 6_clan, 9_clan', '514_mono', '642_mono', '708_mono', '1859_mono', '2_clan', '1110_mono', '2733_mono', '1435_mono', '2251_mono', '2160_mono', '2802_mono'})	False	False	False	False	False	False	False	False	False	False	False
NC_047738.1	frozenset({'1057_mono', '23_clan', '1_clan, 6_clan, 9_clan', '862_mono', '2_clan', '292_pair', '1838_mono'})	False	False	False	False	False	False	False	False	False	False	False
